"","connection","date","time","from","to","vehicle","occupancy","line","from.station","from.name","from.longitude","from.latitude","from.avg_stop_times","from.prov","from.count","from.groups","from.k","from.maxcount","from.maj_groups","from.major_hub","from.non_hub","to.station","to.name","to.longitude","to.latitude","to.avg_stop_times","to.prov","to.count","to.groups","to.k","to.maxcount","to.maj_groups","to.major_hub","to.non_hub","occ_binary","date_time","hour","min","min_of_day","day_of_week","dist_morning_rush","dist_evening_rush","dist_rush","from_bruss","to_bruss","to_from_bruss","vehicle_type","nr_of_stops","temperature","humidity","windspeed","visibility","weather_type","to_from_maj_hub","in_group","in_group_maj","tf_avg_stop","tf_count","to.Hainut","to.VlaamsBrabant","from.Hainut","from.VlaamsBrabant","line7573","line66","line12"
"1931","008892080/20161020/IC441",2016-10-20,"09:31:59 PM","008892080","008896008","IC441","low","l.75-73","008892080","De Pinte",3.650465,50.997063,66.78901734104,"Oost-Vlaanderen",79,"g2","k = 11",343,"mg1","N","N","008896008","Kortrijk",3.264549,50.824506,153.11560693642,"West-Vlaanderen",116,"g11","k = 11",183,"mg1","N","N","0",2016-10-20 22:00:00,22,0,1320,"Thursday",10,4,4,"N","N","N","IC",10,8,91,6,10,"wt.113","N","N","Y",109.95231213873,97.5,"N","N","N","N","Y","N","N"
"1932","008812005/20161020/IC3605",2016-10-20,"10:03:10 PM","008812005","008819406","IC3605","low","l.36","008812005","Brussel-Noord/Bruxelles-Nord",4.360846,50.859663,640.26589595376,"Bruxelles",645,"g9","k = 11",660,"mg5","Y","N","008819406","Brussels Airport - Zaventem",4.482076,50.896456,171.02023121387,"Vlaams Brabant",173,"g9","k = 11",660,"mg1","N","N","0",2016-10-20 22:00:00,22,0,1320,"Thursday",10,4,4,"Y","Y","Y","IC",28,6,92,7,8,"wt.116","Y","Y","N",405.643063583815,409,"N","Y","N","N","N","N","N"
"1933","008814001/20161020/IC3605",2016-10-20,"10:03:26 PM","008814001","008813003","IC3605","low","l.0","008814001","Brussel-Zuid/Bruxelles-Midi",4.336531,50.835707,686.61560693642,"Bruxelles",660,"g9","k = 11",660,"mg5","Y","N","008813003","Brussel-Centraal/Bruxelles-Central",4.356801,50.845658,634.16473988439,"Bruxelles",641,"g9","k = 11",660,"mg5","Y","N","0",2016-10-20 22:00:00,22,0,1320,"Thursday",10,4,4,"Y","Y","Y","IC",28,6,92,7,8,"wt.116","Y","Y","Y",660.390173410405,650.5,"N","N","N","N","N","N","N"
"1934","008893708/20161021/L776",2016-10-21,"05:08:57 AM","008893708","008892007","L776","low","l.other","008893708","Eeklo",3.574515,51.181333,20.71098265896,"Oost-Vlaanderen",14,"g2","k = 11",343,"mg4","N","N","008892007","Gent-Sint-Pieters",3.710675,51.035896,309.01445086705,"Oost-Vlaanderen",343,"g2","k = 11",343,"mg5","Y","N","0",2016-10-21 05:00:00,5,0,300,"Friday",3,13,3,"N","N","N","L",15,6,95,6,6,"wt.143","Y","Y","N",164.862716763005,178.5,"N","N","N","N","N","N","N"
"1935","008892007/20161021/IC4106",2016-10-21,"05:09:03 AM","008892007","008893559","IC4106","low","l.50","008892007","Gent-Sint-Pieters",3.710675,51.035896,309.01445086705,"Oost-Vlaanderen",343,"g2","k = 11",343,"mg5","Y","N","008893559","Wetteren",3.881883,51.001603,74.606936416185,"Oost-Vlaanderen",109,"g1","k = 11",152,"mg1","N","N","0",2016-10-21 05:00:00,5,0,300,"Friday",3,13,3,"N","N","N","IC",13,6,95,6,6,"wt.143","Y","N","N",191.810693641617,226,"N","N","N","N","N","N","N"
"1936","008841202/20161021/P7444",2016-10-21,"06:29:40 AM","008841202","008812005","P7444","high","l.36","008841202","Ans",5.509704,50.661208,53.239884393064,"Liège",35,"g6","k = 11",119,"mg3","N","N","008812005","Brussel-Noord/Bruxelles-Nord",4.360846,50.859663,640.26589595376,"Bruxelles",645,"g9","k = 11",660,"mg5","Y","N","1",2016-10-21 06:00:00,6,0,360,"Friday",2,12,2,"N","Y","Y","P",7,6,98,4,1,"wt.248","Y","N","N",346.752890173412,340,"N","N","N","N","N","N","N"
"1937","008893013/20161021/L577",2016-10-21,"06:33:10 AM","008893013","008892007","L577","low","l.50","008893013","Merelbeke",3.768889,51.017531,64.190751445087,"Oost-Vlaanderen",69,"g2","k = 11",343,"mg1","N","N","008892007","Gent-Sint-Pieters",3.710675,51.035896,309.01445086705,"Oost-Vlaanderen",343,"g2","k = 11",343,"mg5","Y","N","0",2016-10-21 07:00:00,7,0,420,"Friday",1,11,1,"N","N","N","L",22,5,90,6,6,"wt.143","Y","Y","N",186.602601156069,206,"N","N","N","N","N","N","N"
"1938","008833001/20161021/IC1529",2016-10-21,"07:21:47 AM","008833001","008812005","IC1529","medium","l.36","008833001","Leuven",4.715866,50.88228,351.9161849711,"Vlaams Brabant",300,"g3","k = 11",300,"mg5","Y","N","008812005","Brussel-Noord/Bruxelles-Nord",4.360846,50.859663,640.26589595376,"Bruxelles",645,"g9","k = 11",660,"mg5","Y","N","0",2016-10-21 07:00:00,7,0,420,"Friday",1,11,1,"N","Y","Y","IC",16,6,91,4,6,"wt.143","Y","N","Y",496.09104046243,472.5,"N","N","N","Y","N","N","N"
"1939","008814308/20161021/IC3206",2016-10-21,"07:38:49 AM","008814308","008813003","IC3206","high","l.96","008814308","Halle",4.240634,50.733931,182.09826589595,"Vlaams Brabant",139,"g9","k = 11",660,"mg1","N","N","008813003","Brussel-Centraal/Bruxelles-Central",4.356801,50.845658,634.16473988439,"Bruxelles",641,"g9","k = 11",660,"mg5","Y","N","1",2016-10-21 08:00:00,8,0,480,"Friday",0,10,0,"N","Y","Y","IC",20,3,88,3,6,"wt.116","Y","Y","N",408.13150289017,390,"N","N","N","Y","N","N","N"
"1940","008814308/20161021/S61556",2016-10-21,"07:39:02 AM","008814308","008813003","S61556","high","l.96","008814308","Halle",4.240634,50.733931,182.09826589595,"Vlaams Brabant",139,"g9","k = 11",660,"mg1","N","N","008813003","Brussel-Centraal/Bruxelles-Central",4.356801,50.845658,634.16473988439,"Bruxelles",641,"g9","k = 11",660,"mg5","Y","N","1",2016-10-21 08:00:00,8,0,480,"Friday",0,10,0,"N","Y","Y","S",20,3,88,3,6,"wt.116","Y","Y","N",408.13150289017,390,"N","N","N","Y","N","N","N"
"1941","008814308/20161021/S23657",2016-10-21,"07:39:03 AM","008814308","008813003","S23657","medium","l.96","008814308","Halle",4.240634,50.733931,182.09826589595,"Vlaams Brabant",139,"g9","k = 11",660,"mg1","N","N","008813003","Brussel-Centraal/Bruxelles-Central",4.356801,50.845658,634.16473988439,"Bruxelles",641,"g9","k = 11",660,"mg5","Y","N","0",2016-10-21 08:00:00,8,0,480,"Friday",0,10,0,"N","Y","Y","S",22,3,88,3,6,"wt.116","Y","Y","N",408.13150289017,390,"N","N","N","Y","N","N","N"
"1942","008894425/20161021/IC3229",2016-10-21,"07:47:35 AM","008894425","008812005","IC3229","medium","l.60","008894425","Sinaai",4.06894,51.143398,39.118497109827,"Oost-Vlaanderen",27,"g8","k = 11",334,"mg4","N","N","008812005","Brussel-Noord/Bruxelles-Nord",4.360846,50.859663,640.26589595376,"Bruxelles",645,"g9","k = 11",660,"mg5","Y","N","0",2016-10-21 08:00:00,8,0,480,"Friday",0,10,0,"N","Y","Y","IC",20,4,84,4,10,"wt.113","Y","N","N",339.692196531794,336,"N","N","N","N","N","N","N"
"1943","008833001/20161021/IC529",2016-10-21,"07:55:35 AM","008833001","008812005","IC529","high","l.36","008833001","Leuven",4.715866,50.88228,351.9161849711,"Vlaams Brabant",300,"g3","k = 11",300,"mg5","Y","N","008812005","Brussel-Noord/Bruxelles-Nord",4.360846,50.859663,640.26589595376,"Bruxelles",645,"g9","k = 11",660,"mg5","Y","N","1",2016-10-21 08:00:00,8,0,480,"Friday",0,10,0,"N","Y","Y","IC",11,6,88,3,6,"wt.116","Y","N","Y",496.09104046243,472.5,"N","N","N","Y","N","N","N"
"1944","008833001/20161021/IC1508",2016-10-21,"10:24:05 AM","008833001","008831765","IC1508","low","l.36","008833001","Leuven",4.715866,50.88228,351.9161849711,"Vlaams Brabant",300,"g3","k = 11",300,"mg5","Y","N","008831765","Genk",5.497685,50.967057,39.476878612717,"Limburg",41,"g5","k = 11",132,"mg3","N","N","0",2016-10-21 10:00:00,10,0,600,"Friday",2,8,2,"N","N","N","IC",16,7,80,3,8,"wt.116","Y","N","N",195.696531791909,170.5,"N","N","N","Y","N","N","N"
"1945","008833233/20161021/IC2911",2016-10-21,"11:25:07 AM","008833233","008833001","IC2911","high","l.35","008833233","Wezemaal",4.747679,50.956261,66.71676300578,"Vlaams Brabant",49,"g3","k = 11",300,"mg3","N","N","008833001","Leuven",4.715866,50.88228,351.9161849711,"Vlaams Brabant",300,"g3","k = 11",300,"mg5","Y","N","1",2016-10-21 11:00:00,11,0,660,"Friday",3,7,3,"N","N","N","IC",7,8,75,3,9,"wt.113","Y","Y","N",209.31647398844,174.5,"N","Y","N","Y","N","N","N"
"1946","008892007/20161021/IC4117",2016-10-21,"12:27:49 PM","008892007","008822004","IC4117","high","l.53","008892007","Gent-Sint-Pieters",3.710675,51.035896,309.01445086705,"Oost-Vlaanderen",343,"g2","k = 11",343,"mg5","Y","N","008822004","Mechelen",4.482785,51.017648,306.52312138728,"Antwerpen",253,"g3","k = 11",300,"mg5","Y","N","1",2016-10-21 12:00:00,12,0,720,"Friday",4,6,4,"N","N","N","IC",13,8,61,4,10,"wt.116","Y","N","Y",307.768786127165,298,"N","N","N","N","N","N","N"
"1947","008812047/20161021/IC3210",2016-10-21,"12:55:44 PM","008812047","008893401","IC3210","low","l.60","008812047","Jette",4.32622,50.880833,95.676300578035,"Bruxelles",63,"g9","k = 11",660,"mg1","N","N","008893401","Dendermonde",4.101427,51.022781,101.87283236994,"Oost-Vlaanderen",100,"g8","k = 11",334,"mg1","N","N","0",2016-10-21 13:00:00,13,0,780,"Friday",5,5,5,"N","N","N","IC",20,9,68,5,10,"wt.113","N","N","Y",98.7745664739875,81.5,"N","N","N","N","N","N","N"
"1948","008814001/20161021/IC2234",2016-10-21,"01:34:45 PM","008814001","008895802","IC2234","medium","l.50","008814001","Brussel-Zuid/Bruxelles-Midi",4.336531,50.835707,686.61560693642,"Bruxelles",660,"g9","k = 11",660,"mg5","Y","N","008895802","Denderleeuw",4.071825,50.891925,156.13005780347,"Oost-Vlaanderen",152,"g1","k = 11",152,"mg1","N","N","0",2016-10-21 14:00:00,14,0,840,"Friday",6,4,4,"Y","N","Y","IC",17,10,67,6,10,"wt.116","Y","N","N",421.372832369945,406,"N","N","N","N","N","N","N"
"1949","008831005/20161021/IC1512",2016-10-21,"02:12:11 PM","008831005","008831765","IC1512","low","l.21","008831005","Hasselt",5.327627,50.930822,180.59826589595,"Limburg",132,"g5","k = 11",132,"mg1","N","N","008831765","Genk",5.497685,50.967057,39.476878612717,"Limburg",41,"g5","k = 11",132,"mg3","N","N","0",2016-10-21 14:00:00,14,0,840,"Friday",6,4,4,"N","N","N","IC",16,9,72,7,10,"wt.122","N","Y","N",110.037572254333,86.5,"N","N","N","N","N","N","N"
"1950","008831310/20161021/IC5385",2016-10-21,"02:12:16 PM","008831310","008831005","IC5385","low","l.34","008831310","Tongeren",5.47328,50.784405,49.945086705202,"Limburg",41,"g5","k = 11",132,"mg3","N","N","008831005","Hasselt",5.327627,50.930822,180.59826589595,"Limburg",132,"g5","k = 11",132,"mg1","N","N","0",2016-10-21 14:00:00,14,0,840,"Friday",6,4,4,"N","N","N","IC",16,8,74,6,10,"wt.122","N","Y","N",115.271676300576,86.5,"N","N","N","N","N","N","N"
"1951","008892007/20161021/IC735",2016-10-21,"02:27:58 PM","008892007","008893120","IC735","high","l.59","008892007","Gent-Sint-Pieters",3.710675,51.035896,309.01445086705,"Oost-Vlaanderen",343,"g2","k = 11",343,"mg5","Y","N","008893120","Gent-Dampoort",3.740591,51.056365,80.534682080925,"Oost-Vlaanderen",85,"g2","k = 11",343,"mg1","N","N","1",2016-10-21 14:00:00,14,0,840,"Friday",6,4,4,"N","N","N","IC",15,10,63,6,10,"wt.176","Y","Y","N",194.774566473988,214,"N","N","N","N","N","N","N"
"1952","008894508/20161021/IC735",2016-10-21,"03:01:59 PM","008894508","008821121","IC735","high","l.59","008894508","Sint-Niklaas",4.142966,51.171472,127.5838150289,"Oost-Vlaanderen",108,"g8","k = 11",334,"mg1","N","N","008821121","Antwerpen-Berchem",4.432221,51.19923,421.64450867052,"Antwerpen",322,"g8","k = 11",334,"mg5","Y","N","1",2016-10-21 15:00:00,15,0,900,"Friday",7,3,3,"N","N","N","IC",15,10,65,9,9,"wt.176","Y","Y","N",274.61416184971,215,"N","N","N","N","N","N","N"
"1953","008814308/20161021/IC1936",2016-10-21,"03:23:49 PM","008814308","008883311","IC1936","low","l.94","008814308","Halle",4.240634,50.733931,182.09826589595,"Vlaams Brabant",139,"g9","k = 11",660,"mg1","N","N","008883311","Enghien",4.047357,50.697273,57.187861271676,"Hainaut",66,"g1","k = 11",152,"mg1","N","N","0",2016-10-21 15:00:00,15,0,900,"Friday",7,3,3,"N","N","N","IC",12,10,66,7,10,"wt.116","N","N","Y",119.643063583813,102.5,"Y","N","N","Y","N","N","N"
"1954","008841202/20161021/L5165",2016-10-21,"04:19:19 PM","008841202","008841004","L5165","low","l.36","008841202","Ans",5.509704,50.661208,53.239884393064,"Liège",35,"g6","k = 11",119,"mg3","N","N","008841004","Liège-Guillemins",5.566695,50.62455,269.12427745665,"Liège",119,"g6","k = 11",119,"mg1","N","N","0",2016-10-21 16:00:00,16,0,960,"Friday",8,2,2,"N","N","N","L",9,9,75,7,10,"wt.122","N","Y","N",161.182080924857,77,"N","N","N","N","N","N","N"
"1955","008892007/20161021/P8998",2016-10-21,"04:21:07 PM","008892007","008892106","P8998","low","l.75-73","008892007","Gent-Sint-Pieters",3.710675,51.035896,309.01445086705,"Oost-Vlaanderen",343,"g2","k = 11",343,"mg5","Y","N","008892106","Deinze",3.534432,50.978258,44.722543352601,"Oost-Vlaanderen",67,"g2","k = 11",343,"mg1","N","N","0",2016-10-21 16:00:00,16,0,960,"Friday",8,2,2,"N","N","N","P",5,10,70,7,9,"wt.176","Y","Y","N",176.868497109826,205,"N","N","N","N","Y","N","N"
"1956","008892007/20161021/P8998",2016-10-21,"04:24:57 PM","008892007","008892106","P8998","low","l.75-73","008892007","Gent-Sint-Pieters",3.710675,51.035896,309.01445086705,"Oost-Vlaanderen",343,"g2","k = 11",343,"mg5","Y","N","008892106","Deinze",3.534432,50.978258,44.722543352601,"Oost-Vlaanderen",67,"g2","k = 11",343,"mg1","N","N","0",2016-10-21 16:00:00,16,0,960,"Friday",8,2,2,"N","N","N","P",5,10,70,7,9,"wt.176","Y","Y","N",176.868497109826,205,"N","N","N","N","Y","N","N"
"1957","008892007/20161021/P8998",2016-10-21,"04:25:01 PM","008892007","008892106","P8998","low","l.75-73","008892007","Gent-Sint-Pieters",3.710675,51.035896,309.01445086705,"Oost-Vlaanderen",343,"g2","k = 11",343,"mg5","Y","N","008892106","Deinze",3.534432,50.978258,44.722543352601,"Oost-Vlaanderen",67,"g2","k = 11",343,"mg1","N","N","0",2016-10-21 16:00:00,16,0,960,"Friday",8,2,2,"N","N","N","P",5,10,70,7,9,"wt.176","Y","Y","N",176.868497109826,205,"N","N","N","N","Y","N","N"
"1958","008892007/20161021/P8998",2016-10-21,"04:25:06 PM","008892007","008892106","P8998","low","l.75-73","008892007","Gent-Sint-Pieters",3.710675,51.035896,309.01445086705,"Oost-Vlaanderen",343,"g2","k = 11",343,"mg5","Y","N","008892106","Deinze",3.534432,50.978258,44.722543352601,"Oost-Vlaanderen",67,"g2","k = 11",343,"mg1","N","N","0",2016-10-21 16:00:00,16,0,960,"Friday",8,2,2,"N","N","N","P",5,10,70,7,9,"wt.176","Y","Y","N",176.868497109826,205,"N","N","N","N","Y","N","N"
"1959","008892007/20161021/P8998",2016-10-21,"04:25:11 PM","008892007","008892106","P8998","low","l.75-73","008892007","Gent-Sint-Pieters",3.710675,51.035896,309.01445086705,"Oost-Vlaanderen",343,"g2","k = 11",343,"mg5","Y","N","008892106","Deinze",3.534432,50.978258,44.722543352601,"Oost-Vlaanderen",67,"g2","k = 11",343,"mg1","N","N","0",2016-10-21 16:00:00,16,0,960,"Friday",8,2,2,"N","N","N","P",5,10,70,7,9,"wt.176","Y","Y","N",176.868497109826,205,"N","N","N","N","Y","N","N"
"1960","008892007/20161021/P8998",2016-10-21,"04:25:18 PM","008892007","008892106","P8998","low","l.75-73","008892007","Gent-Sint-Pieters",3.710675,51.035896,309.01445086705,"Oost-Vlaanderen",343,"g2","k = 11",343,"mg5","Y","N","008892106","Deinze",3.534432,50.978258,44.722543352601,"Oost-Vlaanderen",67,"g2","k = 11",343,"mg1","N","N","0",2016-10-21 16:00:00,16,0,960,"Friday",8,2,2,"N","N","N","P",5,10,70,7,9,"wt.176","Y","Y","N",176.868497109826,205,"N","N","N","N","Y","N","N"
"1961","008812005/20161021/P8444",2016-10-21,"04:25:38 PM","008812005","008841202","P8444","high","l.36","008812005","Brussel-Noord/Bruxelles-Nord",4.360846,50.859663,640.26589595376,"Bruxelles",645,"g9","k = 11",660,"mg5","Y","N","008841202","Ans",5.509704,50.661208,53.239884393064,"Liège",35,"g6","k = 11",119,"mg3","N","N","1",2016-10-21 16:00:00,16,0,960,"Friday",8,2,2,"Y","N","Y","P",7,10,71,8,10,"wt.116","Y","N","N",346.752890173412,340,"N","N","N","N","N","N","N"
"1962","008892007/20161021/IC1537",2016-10-21,"04:25:56 PM","008892007","008891009","IC1537","high","l.50A","008892007","Gent-Sint-Pieters",3.710675,51.035896,309.01445086705,"Oost-Vlaanderen",343,"g2","k = 11",343,"mg5","Y","N","008891009","Brugge",3.216726,51.197226,164.41907514451,"West-Vlaanderen",183,"g11","k = 11",183,"mg1","N","N","1",2016-10-21 16:00:00,16,0,960,"Friday",8,2,2,"N","N","N","IC",16,10,70,7,9,"wt.176","Y","N","N",236.71676300578,263,"N","N","N","N","N","N","N"
"1963","008813003/20161021/IC1514",2016-10-21,"04:28:18 PM","008813003","008812005","IC1514","medium","l.0","008813003","Brussel-Centraal/Bruxelles-Central",4.356801,50.845658,634.16473988439,"Bruxelles",641,"g9","k = 11",660,"mg5","Y","N","008812005","Brussel-Noord/Bruxelles-Nord",4.360846,50.859663,640.26589595376,"Bruxelles",645,"g9","k = 11",660,"mg5","Y","N","0",2016-10-21 16:00:00,16,0,960,"Friday",8,2,2,"Y","Y","Y","IC",16,10,71,8,10,"wt.116","Y","Y","Y",637.215317919075,643,"N","N","N","N","N","N","N"
"1964","008812005/20161021/IC1514",2016-10-21,"04:28:24 PM","008812005","008833001","IC1514","high","l.36","008812005","Brussel-Noord/Bruxelles-Nord",4.360846,50.859663,640.26589595376,"Bruxelles",645,"g9","k = 11",660,"mg5","Y","N","008833001","Leuven",4.715866,50.88228,351.9161849711,"Vlaams Brabant",300,"g3","k = 11",300,"mg5","Y","N","1",2016-10-21 16:00:00,16,0,960,"Friday",8,2,2,"Y","N","Y","IC",16,10,71,8,10,"wt.116","Y","N","Y",496.09104046243,472.5,"N","Y","N","N","N","N","N"
"1965","008833001/20161021/IC1514",2016-10-21,"04:28:31 PM","008833001","008833308","IC1514","low","l.36","008833001","Leuven",4.715866,50.88228,351.9161849711,"Vlaams Brabant",300,"g3","k = 11",300,"mg5","Y","N","008833308","Tienen",4.92581,50.80802,77.364161849711,"Vlaams Brabant",109,"g3","k = 11",300,"mg1","N","N","0",2016-10-21 16:00:00,16,0,960,"Friday",8,2,2,"N","N","N","IC",16,10,71,8,10,"wt.119","Y","Y","N",214.640173410406,204.5,"N","Y","N","Y","N","N","N"
"1966","008896149/20161021/IC715",2016-10-21,"04:40:05 PM","008896149","008896008","IC715","high","l.75-73","008896149","Waregem",3.42551,50.892456,59.245664739884,"West-Vlaanderen",62,"g11","k = 11",183,"mg1","N","N","008896008","Kortrijk",3.264549,50.824506,153.11560693642,"West-Vlaanderen",116,"g11","k = 11",183,"mg1","N","N","1",2016-10-21 17:00:00,17,0,1020,"Friday",9,1,1,"N","N","N","IC",15,11,75,7,9,"wt.176","N","Y","Y",106.180635838152,89,"N","N","N","N","Y","N","N"
"1967","008833001/20161021/P8363",2016-10-21,"04:44:02 PM","008833001","008833274","P8363","high","l.35","008833001","Leuven",4.715866,50.88228,351.9161849711,"Vlaams Brabant",300,"g3","k = 11",300,"mg5","Y","N","008833274","Zichem",4.987359,51.00669,32.473988439306,"Vlaams Brabant",15,"g3","k = 11",300,"mg4","N","N","1",2016-10-21 17:00:00,17,0,1020,"Friday",9,1,1,"N","N","N","P",9,9,75,9,10,"wt.176","Y","Y","N",192.195086705203,157.5,"N","Y","N","Y","N","N","N"
"1968","008894508/20161021/IC737",2016-10-21,"05:02:27 PM","008894508","008821121","IC737","low","l.59","008894508","Sint-Niklaas",4.142966,51.171472,127.5838150289,"Oost-Vlaanderen",108,"g8","k = 11",334,"mg1","N","N","008821121","Antwerpen-Berchem",4.432221,51.19923,421.64450867052,"Antwerpen",322,"g8","k = 11",334,"mg5","Y","N","0",2016-10-21 17:00:00,17,0,1020,"Friday",9,1,1,"N","N","N","IC",15,10,76,10,9,"wt.176","Y","Y","N",274.61416184971,215,"N","N","N","N","N","N","N"
"1969","008812005/20161021/IC4516",2016-10-21,"05:12:53 PM","008812005","008822004","IC4516","low","l.25","008812005","Brussel-Noord/Bruxelles-Nord",4.360846,50.859663,640.26589595376,"Bruxelles",645,"g9","k = 11",660,"mg5","Y","N","008822004","Mechelen",4.482785,51.017648,306.52312138728,"Antwerpen",253,"g3","k = 11",300,"mg5","Y","N","0",2016-10-21 17:00:00,17,0,1020,"Friday",9,1,1,"Y","N","Y","IC",11,9,76,8,10,"wt.113","Y","N","Y",473.39450867052,449,"N","N","N","N","N","N","N"
"1970","8893401/20161021/L588",2016-10-21,"05:17:43 PM","008893401","008893013","L588","low","l.53","008893401","Dendermonde",4.101427,51.022781,101.87283236994,"Oost-Vlaanderen",100,"g8","k = 11",334,"mg1","N","N","008893013","Merelbeke",3.768889,51.017531,64.190751445087,"Oost-Vlaanderen",69,"g2","k = 11",343,"mg1","N","N","0",2016-10-21 17:00:00,17,0,1020,"Friday",9,1,1,"N","N","N","L",28,10,75,7,10,"wt.176","N","N","Y",83.0317919075135,84.5,"N","N","N","N","N","N","N"
"1971","008833001/20161021/IC2616",2016-10-21,"05:23:28 PM","008833001","008833209","IC2616","high","l.35","008833001","Leuven",4.715866,50.88228,351.9161849711,"Vlaams Brabant",300,"g3","k = 11",300,"mg5","Y","N","008833209","Aarschot",4.824043,50.984406,123.80057803468,"Vlaams Brabant",110,"g3","k = 11",300,"mg1","N","N","1",2016-10-21 17:00:00,17,0,1020,"Friday",9,1,1,"N","N","N","IC",11,9,75,9,10,"wt.176","Y","Y","N",237.85838150289,205,"N","Y","N","Y","N","N","N"
"1972","008884004/20161021/IC941",2016-10-21,"05:27:38 PM","008884004","008885001","IC941","low","l.78","008884004","Saint-Ghislain",3.820253,50.44286,71.514450867052,"Hainaut",38,"g7","k = 11",63,"mg3","N","N","008885001","Tournai",3.396942,50.613134,109.78901734104,"Hainaut",55,"g7","k = 11",63,"mg3","N","N","0",2016-10-21 17:00:00,17,0,1020,"Friday",9,1,1,"N","N","N","IC",7,9,75,6,10,"wt.116","N","Y","Y",90.651734104046,46.5,"Y","N","Y","N","N","N","N"
"1973","008833001/20161021/IC1515",2016-10-21,"05:43:26 PM","008833001","008833605","IC1515","high","l.36","008833001","Leuven",4.715866,50.88228,351.9161849711,"Vlaams Brabant",300,"g3","k = 11",300,"mg5","Y","N","008833605","Landen",5.07966,50.747927,87.508670520231,"Vlaams Brabant",109,"g3","k = 11",300,"mg1","N","N","1",2016-10-21 18:00:00,18,0,1080,"Friday",10,0,0,"N","N","N","IC",16,9,79,9,10,"wt.176","Y","Y","N",219.712427745665,204.5,"N","Y","N","Y","N","N","N"
"1974","008833001/20161021/IC1515",2016-10-21,"05:43:33 PM","008833001","008833605","IC1515","high","l.36","008833001","Leuven",4.715866,50.88228,351.9161849711,"Vlaams Brabant",300,"g3","k = 11",300,"mg5","Y","N","008833605","Landen",5.07966,50.747927,87.508670520231,"Vlaams Brabant",109,"g3","k = 11",300,"mg1","N","N","1",2016-10-21 18:00:00,18,0,1080,"Friday",10,0,0,"N","N","N","IC",16,9,79,9,10,"wt.176","Y","Y","N",219.712427745665,204.5,"N","Y","N","Y","N","N","N"
"1975","008833001/20161021/IC1515",2016-10-21,"05:43:38 PM","008833001","008833605","IC1515","high","l.36","008833001","Leuven",4.715866,50.88228,351.9161849711,"Vlaams Brabant",300,"g3","k = 11",300,"mg5","Y","N","008833605","Landen",5.07966,50.747927,87.508670520231,"Vlaams Brabant",109,"g3","k = 11",300,"mg1","N","N","1",2016-10-21 18:00:00,18,0,1080,"Friday",10,0,0,"N","N","N","IC",16,9,79,9,10,"wt.176","Y","Y","N",219.712427745665,204.5,"N","Y","N","Y","N","N","N"
"1976","008833001/20161021/IC1515",2016-10-21,"05:43:43 PM","008833001","008833605","IC1515","high","l.36","008833001","Leuven",4.715866,50.88228,351.9161849711,"Vlaams Brabant",300,"g3","k = 11",300,"mg5","Y","N","008833605","Landen",5.07966,50.747927,87.508670520231,"Vlaams Brabant",109,"g3","k = 11",300,"mg1","N","N","1",2016-10-21 18:00:00,18,0,1080,"Friday",10,0,0,"N","N","N","IC",16,9,79,9,10,"wt.176","Y","Y","N",219.712427745665,204.5,"N","Y","N","Y","N","N","N"
"1977","008833001/20161021/IC1515",2016-10-21,"05:43:47 PM","008833001","008833605","IC1515","high","l.36","008833001","Leuven",4.715866,50.88228,351.9161849711,"Vlaams Brabant",300,"g3","k = 11",300,"mg5","Y","N","008833605","Landen",5.07966,50.747927,87.508670520231,"Vlaams Brabant",109,"g3","k = 11",300,"mg1","N","N","1",2016-10-21 18:00:00,18,0,1080,"Friday",10,0,0,"N","N","N","IC",16,9,79,9,10,"wt.176","Y","Y","N",219.712427745665,204.5,"N","Y","N","Y","N","N","N"
"1978","008833001/20161021/IC1515",2016-10-21,"05:43:52 PM","008833001","008833605","IC1515","high","l.36","008833001","Leuven",4.715866,50.88228,351.9161849711,"Vlaams Brabant",300,"g3","k = 11",300,"mg5","Y","N","008833605","Landen",5.07966,50.747927,87.508670520231,"Vlaams Brabant",109,"g3","k = 11",300,"mg1","N","N","1",2016-10-21 18:00:00,18,0,1080,"Friday",10,0,0,"N","N","N","IC",16,9,79,9,10,"wt.176","Y","Y","N",219.712427745665,204.5,"N","Y","N","Y","N","N","N"
"1979","008833001/20161021/IC1515",2016-10-21,"05:43:57 PM","008833001","008833605","IC1515","high","l.36","008833001","Leuven",4.715866,50.88228,351.9161849711,"Vlaams Brabant",300,"g3","k = 11",300,"mg5","Y","N","008833605","Landen",5.07966,50.747927,87.508670520231,"Vlaams Brabant",109,"g3","k = 11",300,"mg1","N","N","1",2016-10-21 18:00:00,18,0,1080,"Friday",10,0,0,"N","N","N","IC",16,9,79,9,10,"wt.176","Y","Y","N",219.712427745665,204.5,"N","Y","N","Y","N","N","N"
"1980","008833209/20161021/L2867",2016-10-21,"05:50:26 PM","008833209","008833001","L2867","low","l.35","008833209","Aarschot",4.824043,50.984406,123.80057803468,"Vlaams Brabant",110,"g3","k = 11",300,"mg1","N","N","008833001","Leuven",4.715866,50.88228,351.9161849711,"Vlaams Brabant",300,"g3","k = 11",300,"mg5","Y","N","0",2016-10-21 18:00:00,18,0,1080,"Friday",10,0,0,"N","N","N","L",13,9,79,9,10,"wt.176","Y","Y","N",237.85838150289,205,"N","Y","N","Y","N","N","N"
