"","occ_binary","line","hour","day_of_week","dist_rush","to_from_bruss","vehicle_type","nr_of_stops","temperature","humidity","windspeed","visibility","weather_type","from.avg_stop_times","from.prov","from.count","from.groups","from.maxcount","from.maj_groups","from.major_hub","from.non_hub","to.avg_stop_times","to.prov","to.count","to.groups","to.maxcount","to.maj_groups","to.major_hub","to.non_hub","to_from_maj_hub","tf_avg_stop","tf_count","to.Hainut","to.VlaamsBrabant","from.Hainut","from.VlaamsBrabant","line7573","line66","line12","in_group","in_group_maj"
"1943","H","l.36",8,"Friday",0,"Y","IC",11,6,88,3,6,"wt.116",351.9161849711,"Vlaams Brabant",300,"g3",300,"mg5","Y","N",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N","Y",496.09104046243,472.5,"N","N","N","Y","N","N","N","N","Y"
"1944","L","l.36",10,"Friday",2,"N","IC",16,7,80,3,8,"wt.116",351.9161849711,"Vlaams Brabant",300,"g3",300,"mg5","Y","N",39.476878612717,"Limburg",41,"g5",132,"mg3","N","N","Y",195.696531791909,170.5,"N","N","N","Y","N","N","N","N","N"
"1945","H","l.35",11,"Friday",3,"N","IC",7,8,75,3,9,"wt.113",66.71676300578,"Vlaams Brabant",49,"g3",300,"mg3","N","N",351.9161849711,"Vlaams Brabant",300,"g3",300,"mg5","Y","N","Y",209.31647398844,174.5,"N","Y","N","Y","N","N","N","Y","N"
"1946","H","l.53",12,"Friday",4,"N","IC",13,8,61,4,10,"wt.116",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N",306.52312138728,"Antwerpen",253,"g3",300,"mg5","Y","N","Y",307.768786127165,298,"N","N","N","N","N","N","N","N","Y"
"1947","L","l.60",13,"Friday",5,"N","IC",20,9,68,5,10,"wt.113",95.676300578035,"Bruxelles",63,"g9",660,"mg1","N","N",101.87283236994,"Oost-Vlaanderen",100,"g8",334,"mg1","N","N","N",98.7745664739875,81.5,"N","N","N","N","N","N","N","N","Y"
"1948","L","l.50",14,"Friday",4,"Y","IC",17,10,67,6,10,"wt.116",686.61560693642,"Bruxelles",660,"g9",660,"mg5","Y","N",156.13005780347,"Oost-Vlaanderen",152,"g1",152,"mg1","N","N","Y",421.372832369945,406,"N","N","N","N","N","N","N","N","N"
"1949","L","l.21",14,"Friday",4,"N","IC",16,9,72,7,10,"wt.122",180.59826589595,"Limburg",132,"g5",132,"mg1","N","N",39.476878612717,"Limburg",41,"g5",132,"mg3","N","N","N",110.037572254333,86.5,"N","N","N","N","N","N","N","Y","N"
"1950","L","l.34",14,"Friday",4,"N","IC",16,8,74,6,10,"wt.122",49.945086705202,"Limburg",41,"g5",132,"mg3","N","N",180.59826589595,"Limburg",132,"g5",132,"mg1","N","N","N",115.271676300576,86.5,"N","N","N","N","N","N","N","Y","N"
"1951","H","l.59",14,"Friday",4,"N","IC",15,10,63,6,10,"wt.176",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N",80.534682080925,"Oost-Vlaanderen",85,"g2",343,"mg1","N","N","Y",194.774566473988,214,"N","N","N","N","N","N","N","Y","N"
"1952","H","l.59",15,"Friday",3,"N","IC",15,10,65,9,9,"wt.176",127.5838150289,"Oost-Vlaanderen",108,"g8",334,"mg1","N","N",421.64450867052,"Antwerpen",322,"g8",334,"mg5","Y","N","Y",274.61416184971,215,"N","N","N","N","N","N","N","Y","N"
"1953","L","l.94",15,"Friday",3,"N","IC",12,10,66,7,10,"wt.116",182.09826589595,"Vlaams Brabant",139,"g9",660,"mg1","N","N",57.187861271676,"Hainaut",66,"g1",152,"mg1","N","N","N",119.643063583813,102.5,"Y","N","N","Y","N","N","N","N","Y"
"1954","L","l.36",16,"Friday",2,"N","L",9,9,75,7,10,"wt.122",53.239884393064,"Liège",35,"g6",119,"mg3","N","N",269.12427745665,"Liège",119,"g6",119,"mg1","N","N","N",161.182080924857,77,"N","N","N","N","N","N","N","Y","N"
"1955","L","l.75-73",16,"Friday",2,"N","P",5,10,70,7,9,"wt.176",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N",44.722543352601,"Oost-Vlaanderen",67,"g2",343,"mg1","N","N","Y",176.868497109826,205,"N","N","N","N","Y","N","N","Y","N"
"1956","L","l.75-73",16,"Friday",2,"N","P",5,10,70,7,9,"wt.176",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N",44.722543352601,"Oost-Vlaanderen",67,"g2",343,"mg1","N","N","Y",176.868497109826,205,"N","N","N","N","Y","N","N","Y","N"
"1957","L","l.75-73",16,"Friday",2,"N","P",5,10,70,7,9,"wt.176",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N",44.722543352601,"Oost-Vlaanderen",67,"g2",343,"mg1","N","N","Y",176.868497109826,205,"N","N","N","N","Y","N","N","Y","N"
"1958","L","l.75-73",16,"Friday",2,"N","P",5,10,70,7,9,"wt.176",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N",44.722543352601,"Oost-Vlaanderen",67,"g2",343,"mg1","N","N","Y",176.868497109826,205,"N","N","N","N","Y","N","N","Y","N"
"1959","L","l.75-73",16,"Friday",2,"N","P",5,10,70,7,9,"wt.176",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N",44.722543352601,"Oost-Vlaanderen",67,"g2",343,"mg1","N","N","Y",176.868497109826,205,"N","N","N","N","Y","N","N","Y","N"
"1960","L","l.75-73",16,"Friday",2,"N","P",5,10,70,7,9,"wt.176",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N",44.722543352601,"Oost-Vlaanderen",67,"g2",343,"mg1","N","N","Y",176.868497109826,205,"N","N","N","N","Y","N","N","Y","N"
"1961","H","l.36",16,"Friday",2,"Y","P",7,10,71,8,10,"wt.116",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N",53.239884393064,"Liège",35,"g6",119,"mg3","N","N","Y",346.752890173412,340,"N","N","N","N","N","N","N","N","N"
"1962","H","l.50A",16,"Friday",2,"N","IC",16,10,70,7,9,"wt.176",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N",164.41907514451,"West-Vlaanderen",183,"g11",183,"mg1","N","N","Y",236.71676300578,263,"N","N","N","N","N","N","N","N","N"
"1963","L","l.0",16,"Friday",2,"Y","IC",16,10,71,8,10,"wt.116",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N","Y",637.215317919075,643,"N","N","N","N","N","N","N","Y","Y"
"1964","H","l.36",16,"Friday",2,"Y","IC",16,10,71,8,10,"wt.116",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N",351.9161849711,"Vlaams Brabant",300,"g3",300,"mg5","Y","N","Y",496.09104046243,472.5,"N","Y","N","N","N","N","N","N","Y"
"1965","L","l.36",16,"Friday",2,"N","IC",16,10,71,8,10,"wt.119",351.9161849711,"Vlaams Brabant",300,"g3",300,"mg5","Y","N",77.364161849711,"Vlaams Brabant",109,"g3",300,"mg1","N","N","Y",214.640173410406,204.5,"N","Y","N","Y","N","N","N","Y","N"
"1966","H","l.75-73",17,"Friday",1,"N","IC",15,11,75,7,9,"wt.176",59.245664739884,"West-Vlaanderen",62,"g11",183,"mg1","N","N",153.11560693642,"West-Vlaanderen",116,"g11",183,"mg1","N","N","N",106.180635838152,89,"N","N","N","N","Y","N","N","Y","Y"
"1967","H","l.35",17,"Friday",1,"N","P",9,9,75,9,10,"wt.176",351.9161849711,"Vlaams Brabant",300,"g3",300,"mg5","Y","N",32.473988439306,"Vlaams Brabant",15,"g3",300,"mg4","N","N","Y",192.195086705203,157.5,"N","Y","N","Y","N","N","N","Y","N"
"1968","L","l.59",17,"Friday",1,"N","IC",15,10,76,10,9,"wt.176",127.5838150289,"Oost-Vlaanderen",108,"g8",334,"mg1","N","N",421.64450867052,"Antwerpen",322,"g8",334,"mg5","Y","N","Y",274.61416184971,215,"N","N","N","N","N","N","N","Y","N"
"1969","L","l.25",17,"Friday",1,"Y","IC",11,9,76,8,10,"wt.113",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N",306.52312138728,"Antwerpen",253,"g3",300,"mg5","Y","N","Y",473.39450867052,449,"N","N","N","N","N","N","N","N","Y"
"1970","L","l.53",17,"Friday",1,"N","L",28,10,75,7,10,"wt.176",101.87283236994,"Oost-Vlaanderen",100,"g8",334,"mg1","N","N",64.190751445087,"Oost-Vlaanderen",69,"g2",343,"mg1","N","N","N",83.0317919075135,84.5,"N","N","N","N","N","N","N","N","Y"
"1971","H","l.35",17,"Friday",1,"N","IC",11,9,75,9,10,"wt.176",351.9161849711,"Vlaams Brabant",300,"g3",300,"mg5","Y","N",123.80057803468,"Vlaams Brabant",110,"g3",300,"mg1","N","N","Y",237.85838150289,205,"N","Y","N","Y","N","N","N","Y","N"
"1972","L","l.78",17,"Friday",1,"N","IC",7,9,75,6,10,"wt.116",71.514450867052,"Hainaut",38,"g7",63,"mg3","N","N",109.78901734104,"Hainaut",55,"g7",63,"mg3","N","N","N",90.651734104046,46.5,"Y","N","Y","N","N","N","N","Y","Y"
"1973","H","l.36",18,"Friday",0,"N","IC",16,9,79,9,10,"wt.176",351.9161849711,"Vlaams Brabant",300,"g3",300,"mg5","Y","N",87.508670520231,"Vlaams Brabant",109,"g3",300,"mg1","N","N","Y",219.712427745665,204.5,"N","Y","N","Y","N","N","N","Y","N"
"1974","H","l.36",18,"Friday",0,"N","IC",16,9,79,9,10,"wt.176",351.9161849711,"Vlaams Brabant",300,"g3",300,"mg5","Y","N",87.508670520231,"Vlaams Brabant",109,"g3",300,"mg1","N","N","Y",219.712427745665,204.5,"N","Y","N","Y","N","N","N","Y","N"
"1975","H","l.36",18,"Friday",0,"N","IC",16,9,79,9,10,"wt.176",351.9161849711,"Vlaams Brabant",300,"g3",300,"mg5","Y","N",87.508670520231,"Vlaams Brabant",109,"g3",300,"mg1","N","N","Y",219.712427745665,204.5,"N","Y","N","Y","N","N","N","Y","N"
"1976","H","l.36",18,"Friday",0,"N","IC",16,9,79,9,10,"wt.176",351.9161849711,"Vlaams Brabant",300,"g3",300,"mg5","Y","N",87.508670520231,"Vlaams Brabant",109,"g3",300,"mg1","N","N","Y",219.712427745665,204.5,"N","Y","N","Y","N","N","N","Y","N"
"1977","H","l.36",18,"Friday",0,"N","IC",16,9,79,9,10,"wt.176",351.9161849711,"Vlaams Brabant",300,"g3",300,"mg5","Y","N",87.508670520231,"Vlaams Brabant",109,"g3",300,"mg1","N","N","Y",219.712427745665,204.5,"N","Y","N","Y","N","N","N","Y","N"
"1978","H","l.36",18,"Friday",0,"N","IC",16,9,79,9,10,"wt.176",351.9161849711,"Vlaams Brabant",300,"g3",300,"mg5","Y","N",87.508670520231,"Vlaams Brabant",109,"g3",300,"mg1","N","N","Y",219.712427745665,204.5,"N","Y","N","Y","N","N","N","Y","N"
"1979","H","l.36",18,"Friday",0,"N","IC",16,9,79,9,10,"wt.176",351.9161849711,"Vlaams Brabant",300,"g3",300,"mg5","Y","N",87.508670520231,"Vlaams Brabant",109,"g3",300,"mg1","N","N","Y",219.712427745665,204.5,"N","Y","N","Y","N","N","N","Y","N"
"1980","L","l.35",18,"Friday",0,"N","L",13,9,79,9,10,"wt.176",123.80057803468,"Vlaams Brabant",110,"g3",300,"mg1","N","N",351.9161849711,"Vlaams Brabant",300,"g3",300,"mg5","Y","N","Y",237.85838150289,205,"N","Y","N","Y","N","N","N","Y","N"
"1981","L","l.36",19,"Friday",1,"Y","IC",21,8,84,9,10,"wt.113",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N",351.9161849711,"Vlaams Brabant",300,"g3",300,"mg5","Y","N","Y",496.09104046243,472.5,"N","Y","N","N","N","N","N","N","Y"
"1982","H","l.36",19,"Friday",1,"N","IC",8,7,83,10,10,"wt.176",351.9161849711,"Vlaams Brabant",300,"g3",300,"mg5","Y","N",421.64450867052,"Antwerpen",322,"g8",334,"mg5","Y","N","Y",386.78034682081,311,"N","N","N","Y","N","N","N","N","Y"
"1983","L","l.25",20,"Friday",2,"N","IC",17,8,87,11,10,"wt.116",154.41329479769,"Antwerpen",98,"g3",300,"mg1","N","N",306.52312138728,"Antwerpen",253,"g3",300,"mg5","Y","N","Y",230.468208092485,175.5,"N","N","N","N","N","N","N","Y","N"
"1984","L","l.50",21,"Friday",3,"N","IC",28,8,93,9,10,"wt.113",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N",88.263005780347,"Oost-Vlaanderen",100,"g1",152,"mg1","N","N","Y",198.638728323699,221.5,"N","N","N","N","N","N","N","N","N"
"1986","L","l.50",8,"Saturday",0,"N","IC",28,6,89,5,6,"wt.116",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N",88.263005780347,"Oost-Vlaanderen",100,"g1",152,"mg1","N","N","Y",198.638728323699,221.5,"N","N","N","N","N","N","N","N","N"
"1987","L","l.36",8,"Saturday",0,"Y","IC",8,6,89,9,6,"wt.119",686.61560693642,"Bruxelles",660,"g9",660,"mg5","Y","N",171.02023121387,"Vlaams Brabant",173,"g9",660,"mg1","N","N","Y",428.817919075145,416.5,"N","Y","N","N","N","N","N","Y","N"
"1988","L","l.50A",8,"Saturday",0,"Y","IC",16,8,84,5,10,"wt.176",78.488439306358,"Oost-Vlaanderen",91,"g2",343,"mg1","N","N",686.61560693642,"Bruxelles",660,"g9",660,"mg5","Y","N","Y",382.552023121389,375.5,"N","N","N","N","N","N","N","N","N"
"1989","L","l.50A",9,"Saturday",1,"N","IC",11,8,82,5,10,"wt.176",164.41907514451,"West-Vlaanderen",183,"g11",183,"mg1","N","N",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N","Y",236.71676300578,263,"N","N","N","N","N","N","N","N","N"
"1992","H","l.50A",13,"Saturday",5,"Y","IC",11,9,72,6,10,"wt.353",686.61560693642,"Bruxelles",660,"g9",660,"mg5","Y","N",59.895953757225,"West-Vlaanderen",84,"g11",183,"mg1","N","N","Y",373.255780346823,372,"N","N","N","N","N","N","N","N","N"
"1993","L","l.36",14,"Saturday",4,"Y","IC",28,9,71,5,10,"wt.116",351.9161849711,"Vlaams Brabant",300,"g3",300,"mg5","Y","N",171.02023121387,"Vlaams Brabant",173,"g9",660,"mg1","N","N","Y",261.468208092485,236.5,"N","Y","N","Y","N","N","N","N","N"
"1994","L","l.50A",14,"Saturday",4,"N","IC",10,10,69,7,10,"wt.116",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N",164.41907514451,"West-Vlaanderen",183,"g11",183,"mg1","N","N","Y",236.71676300578,263,"N","N","N","N","N","N","N","N","N"
"1995","L","l.36",15,"Saturday",3,"Y","IC",28,10,69,5,10,"wt.116",351.9161849711,"Vlaams Brabant",300,"g3",300,"mg5","Y","N",171.02023121387,"Vlaams Brabant",173,"g9",660,"mg1","N","N","Y",261.468208092485,236.5,"N","Y","N","Y","N","N","N","N","N"
"1996","L","l.75-73",15,"Saturday",3,"N","IC",15,11,66,8,10,"wt.116",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N",59.245664739884,"West-Vlaanderen",62,"g11",183,"mg1","N","N","Y",184.130057803467,202.5,"N","N","N","N","Y","N","N","N","N"
"1997","H","l.25",16,"Saturday",2,"N","IC",14,9,71,5,10,"wt.116",130.41329479769,"Vlaams Brabant",116,"g9",660,"mg1","N","N",306.52312138728,"Antwerpen",253,"g3",300,"mg5","Y","N","Y",218.468208092485,184.5,"N","N","N","Y","N","N","N","N","N"
"1998","L","l.36",16,"Saturday",2,"Y","IC",16,9,72,5,10,"wt.116",351.9161849711,"Vlaams Brabant",300,"g3",300,"mg5","Y","N",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N","Y",496.09104046243,472.5,"N","N","N","Y","N","N","N","N","Y"
"1999","H","l.12",20,"Saturday",2,"N","L",21,7,86,5,10,"wt.113",45.696531791908,"Antwerpen",29,"g8",334,"mg4","N","N",467.98265895954,"Antwerpen",334,"g8",334,"mg5","Y","N","Y",256.839595375724,181.5,"N","N","N","N","N","N","Y","Y","N"
"2000","H","l.25",20,"Saturday",2,"Y","IC",8,6,85,5,10,"wt.113",467.98265895954,"Antwerpen",334,"g8",334,"mg5","Y","N",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N","Y",551.073699421965,487.5,"N","N","N","N","N","N","N","N","Y"
"2001","H","l.0",21,"Saturday",3,"Y","IC",8,4,90,5,10,"wt.113",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N",686.61560693642,"Bruxelles",660,"g9",660,"mg5","Y","N","Y",660.390173410405,650.5,"N","N","N","N","N","N","N","Y","Y"
"2002","H","l.59",4,"Sunday",4,"N","IC",10,3,95,7,2,"wt.143",127.5838150289,"Oost-Vlaanderen",108,"g8",334,"mg1","N","N",467.98265895954,"Antwerpen",334,"g8",334,"mg5","Y","N","Y",297.78323699422,221,"N","N","N","N","N","N","N","Y","N"
"2003","H","l.59",7,"Sunday",1,"N","IC",10,2,91,8,4,"wt.143",127.5838150289,"Oost-Vlaanderen",108,"g8",334,"mg1","N","N",467.98265895954,"Antwerpen",334,"g8",334,"mg5","Y","N","Y",297.78323699422,221,"N","N","N","N","N","N","N","Y","N"
"2004","H","l.53",11,"Sunday",3,"N","IC",16,5,72,7,10,"wt.113",180.59826589595,"Limburg",132,"g5",132,"mg1","N","N",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N","Y",244.8063583815,237.5,"N","N","N","N","N","N","N","N","N"
"2006","L","l.36",13,"Sunday",5,"Y","IC",7,9,67,11,10,"wt.113",171.02023121387,"Vlaams Brabant",173,"g9",660,"mg1","N","N",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N","Y",405.643063583815,409,"N","N","N","Y","N","N","N","Y","N"
"2007","L","l.161",17,"Sunday",1,"Y","S",15,9,73,13,10,"wt.113",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N",30.734104046243,"Brabant Wallon",34,"g4",114,"mg3","N","N","Y",332.449421965317,337.5,"N","N","N","N","N","N","N","N","N"
"2008","L","l.0",18,"Sunday",0,"Y","IC",15,8,77,13,10,"wt.113",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N","Y",637.215317919075,643,"N","N","N","N","N","N","N","Y","Y"
"2009","L","l.50",18,"Sunday",0,"Y","IC",11,8,74,12,10,"wt.113",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N",686.61560693642,"Bruxelles",660,"g9",660,"mg5","Y","N","Y",497.815028901735,501.5,"N","N","N","N","N","N","N","N","Y"
"2010","L","l.0",20,"Sunday",2,"Y","S",15,6,82,12,10,"wt.119",95.676300578035,"Bruxelles",63,"g9",660,"mg1","N","N",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N","Y",367.971098265898,354,"N","N","N","N","N","N","N","Y","N"
"2011","L","l.50",20,"Sunday",2,"Y","IC",16,6,82,12,10,"wt.119",686.61560693642,"Bruxelles",660,"g9",660,"mg5","Y","N",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N","Y",497.815028901735,501.5,"N","N","N","N","N","N","N","N","Y"
"2012","L","l.50",20,"Sunday",2,"Y","IC",16,6,82,12,10,"wt.119",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N","Y",471.58959537572,492,"N","N","N","N","N","N","N","N","Y"
"2013","L","l.50A",20,"Sunday",2,"N","IC",16,7,73,13,10,"wt.119",78.488439306358,"Oost-Vlaanderen",91,"g2",343,"mg1","N","N",164.41907514451,"West-Vlaanderen",183,"g11",183,"mg1","N","N","N",121.453757225434,137,"N","N","N","N","N","N","N","N","Y"
"2014","L","l.50A",20,"Sunday",2,"N","IC",16,6,79,12,10,"wt.119",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N",78.488439306358,"Oost-Vlaanderen",91,"g2",343,"mg1","N","N","Y",193.751445086704,217,"N","N","N","N","N","N","N","Y","N"
"2015","L","l.50",20,"Sunday",2,"Y","IC",16,6,82,12,10,"wt.119",686.61560693642,"Bruxelles",660,"g9",660,"mg5","Y","N",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N","Y",497.815028901735,501.5,"N","N","N","N","N","N","N","N","Y"
"2016","L","l.0",21,"Sunday",3,"Y","IC",12,6,85,12,10,"wt.119",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N",72.329479768786,"Vlaams Brabant",52,"g9",660,"mg3","N","N","Y",353.247109826588,346.5,"N","Y","N","N","N","N","N","Y","N"
"2017","L","l.35",22,"Sunday",4,"N","IC",15,5,87,12,10,"wt.119",180.59826589595,"Limburg",132,"g5",132,"mg1","N","N",351.9161849711,"Vlaams Brabant",300,"g3",300,"mg5","Y","N","Y",266.257225433525,216,"N","Y","N","N","N","N","N","N","N"
"2023","L","l.36",22,"Sunday",4,"N","IC",8,5,83,13,10,"wt.116",467.98265895954,"Antwerpen",334,"g8",334,"mg5","Y","N",351.9161849711,"Vlaams Brabant",300,"g3",300,"mg5","Y","N","Y",409.94942196532,317,"N","Y","N","N","N","N","N","N","Y"
"2024","L","l.36",22,"Sunday",4,"N","IC",8,5,83,13,10,"wt.116",467.98265895954,"Antwerpen",334,"g8",334,"mg5","Y","N",421.64450867052,"Antwerpen",322,"g8",334,"mg5","Y","N","Y",444.81358381503,328,"N","N","N","N","N","N","N","Y","Y"
"2025","L","l.53",22,"Sunday",4,"N","IC",16,5,84,12,8,"wt.119",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N",351.9161849711,"Vlaams Brabant",300,"g3",300,"mg5","Y","N","Y",330.465317919075,321.5,"N","Y","N","N","N","N","N","N","Y"
"2026","H","l.50",7,"Monday",1,"Y","IC",11,7,93,15,10,"wt.176",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N",686.61560693642,"Bruxelles",660,"g9",660,"mg5","Y","N","Y",497.815028901735,501.5,"N","N","N","N","N","N","N","N","Y"
"2027","L","l.89",8,"Monday",0,"Y","IC",10,7,92,14,3,"wt.266",59.245664739884,"West-Vlaanderen",62,"g11",183,"mg1","N","N",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N","Y",346.705202312137,351.5,"N","N","N","N","N","N","N","N","N"
"2028","H","l.50",8,"Monday",0,"Y","P",11,7,92,15,10,"wt.176",21.445086705202,"Oost-Vlaanderen",16,"g2",343,"mg4","N","N",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N","Y",327.804913294796,328.5,"N","N","N","N","N","N","N","N","N"
"2029","H","l.50A",8,"Monday",0,"N","IC",16,7,85,19,6,"wt.176",164.41907514451,"West-Vlaanderen",183,"g11",183,"mg1","N","N",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N","Y",236.71676300578,263,"N","N","N","N","N","N","N","N","N"
"2030","L","l.25",8,"Monday",0,"Y","IC",17,6,89,14,6,"wt.266",130.41329479769,"Vlaams Brabant",116,"g9",660,"mg1","N","N",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N","Y",382.28901734104,378.5,"N","N","N","Y","N","N","N","Y","N"
"2031","L","l.161",9,"Monday",1,"Y","IC",9,8,92,9,2,"wt.266",202.18786127168,"Namur",71,"g4",114,"mg1","N","N",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N","Y",418.176300578035,356,"N","N","N","N","N","N","N","N","N"
"2032","L","l.96",11,"Monday",3,"N","S",22,7,92,13,5,"wt.302",182.09826589595,"Vlaams Brabant",139,"g9",660,"mg1","N","N",49.054913294798,"Vlaams Brabant",29,"g9",660,"mg4","N","N","N",115.576589595374,84,"N","Y","N","Y","N","N","N","Y","N"
"2033","L","l.0",12,"Monday",4,"Y","IC",18,7,93,12,5,"wt.302",686.61560693642,"Bruxelles",660,"g9",660,"mg5","Y","N",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N","Y",660.390173410405,650.5,"N","N","N","N","N","N","N","Y","Y"
"2034","L","l.0",12,"Monday",4,"Y","IC",18,7,93,12,5,"wt.302",686.61560693642,"Bruxelles",660,"g9",660,"mg5","Y","N",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N","Y",660.390173410405,650.5,"N","N","N","N","N","N","N","Y","Y"
"2035","L","l.50A",13,"Monday",5,"N","IC",11,8,93,9,7,"wt.302",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N",164.41907514451,"West-Vlaanderen",183,"g11",183,"mg1","N","N","Y",236.71676300578,263,"N","N","N","N","N","N","N","N","N"
"2036","L","l.161",13,"Monday",5,"N","L",11,9,94,6,5,"wt.302",202.18786127168,"Namur",71,"g4",114,"mg1","N","N",31.508670520231,"Brabant Wallon",6,"g4",114,"mg2","N","Y","N",116.848265895955,38.5,"N","N","N","N","N","N","N","Y","N"
"2037","L","l.0",15,"Monday",3,"Y","S",15,8,94,6,4,"wt.266",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N","Y",637.215317919075,643,"N","N","N","N","N","N","N","Y","Y"
"2038","L","l.50",15,"Monday",3,"Y","IC",11,8,94,6,4,"wt.266",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N",59.895953757225,"West-Vlaanderen",84,"g11",183,"mg1","N","N","Y",350.080924855493,364.5,"N","N","N","N","N","N","N","N","N"
"2039","L","l.50A",15,"Monday",3,"N","IC",11,9,93,5,4,"wt.266",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N",164.41907514451,"West-Vlaanderen",183,"g11",183,"mg1","N","N","Y",236.71676300578,263,"N","N","N","N","N","N","N","N","N"
"2040","L","l.50",15,"Monday",3,"Y","IC",8,8,94,6,4,"wt.266",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N","Y",471.58959537572,492,"N","N","N","N","N","N","N","N","Y"
"2041","H","l.36",16,"Monday",2,"Y","S",22,8,94,5,3,"wt.266",50.621387283237,"Vlaams Brabant",35,"g3",300,"mg3","N","N",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N","Y",345.443641618499,340,"N","N","N","Y","N","N","N","N","N"
"2042","H","l.108",17,"Monday",1,"N","P",5,9,95,6,6,"wt.143",160.14161849711,"Hainaut",97,"g10",97,"mg1","N","N",49.303468208092,"Hainaut",24,"g10",97,"mg4","N","N","N",104.722543352601,60.5,"Y","N","Y","N","N","N","N","Y","N"
"2043","H","l.108",17,"Monday",1,"N","P",5,9,95,6,6,"wt.143",160.14161849711,"Hainaut",97,"g10",97,"mg1","N","N",49.303468208092,"Hainaut",24,"g10",97,"mg4","N","N","N",104.722543352601,60.5,"Y","N","Y","N","N","N","N","Y","N"
"2044","H","l.35",17,"Monday",1,"Y","IC",17,8,96,4,2,"wt.248",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N",84.919075144509,"Vlaams Brabant",78,"g3",300,"mg1","N","N","Y",362.592485549134,361.5,"N","Y","N","N","N","N","N","N","N"
"2045","L","l.124",17,"Monday",1,"Y","S",27,8,96,4,2,"wt.248",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N",51.696531791908,"Brabant Wallon",47,"g9",660,"mg3","N","N","Y",342.930635838149,344,"N","N","N","N","N","N","N","Y","N"
